/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_304.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_304.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_304.jpg,0,0,0,5.513373E-07
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_386.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_386.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_386.jpg,0,0,0,1.189166E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_462.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_462.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_462.jpg,0,0,0,1.583015E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_540.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_540.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_540.jpg,0,0,0,2.111631E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_612.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_612.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_612.jpg,0,0,0,2.708021E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_686.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_686.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_686.jpg,0,0,0,3.238832E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_765.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_765.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_765.jpg,0,0,0,3.96923E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_845.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_845.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_845.jpg,0,0,0,5.098942E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_08_924.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_08_924.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_08_924.jpg,0,0,0,5.298086E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2020_06_22_17_29_09_003.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2020_06_22_17_29_09_003.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2020_06_22_17_29_09_003.jpg,0,0,0,1.122345E-06
